titles,distros,department,time,location,professor,description,courseNum,meet
Research Methods in Psychology,CW DED ,Psychology ,2:15pm-3:30pm,"Munroe Hall 217 (MNR 217)
		",Matthew Kimble ,"
This course will provide students with an understanding of the research methodology used by psychologists. Students will learn to read psychological studies and other related research as informed consumers. Students will collect, analyze, and interpret data during lab assignments. They will also design an empirical study, review the related literature, and write a formal APA-style research proposal. (PSYC 0105 and PSYC 0201 or MATH 0116 or ECON 0111 (formerly ECON 0210); not open to first-year students; open to psychology and neuroscience majors) 3 hrs. lect./1.5 hr. lab ",PSYC0202A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Research Methods in Psychology,CW DED ,Psychology ,12:45pm-2:00pm,"McCardell Bicentennial Hall 338 (MBH 338)
		",Martin Seehuus ,"
This course will provide students with an understanding of the research methodology used by psychologists. Students will learn to read psychological studies and other related research as informed consumers. Students will collect, analyze, and interpret data during lab assignments. They will also design an empirical study, review the related literature, and write a formal APA-style research proposal. (PSYC 0105 and PSYC 0201 or MATH 0116 or ECON 0111 (formerly ECON 0210); not open to first-year students; open to psychology and neuroscience majors) 3 hrs. lect./1.5 hr. lab ",PSYC0202B-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Social Psychology,SOC ,Psychology ,12:45pm-2:00pm,"McCardell Bicentennial Hall 438 (MBH 438)
		",Laura MacMullin ,"
Social psychology is the study of how social situations affect the thoughts, feelings, and behaviors of individuals. This course will provide an overview of social psychological theory and research findings, as well as reviewing the ways in which these findings are applied to the study of issues such as aggression, close relationships, prejudice, and altruism. Students will also learn about the research methods that social psychologists use to test their theories. (PSYC 0105; open to Psychology majors and undeclared majors only; open to seniors by waiver only; ) 3 hrs. lect. ",PSYC0203A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Brain Plasticity,SCI ,Psychology ,9:45am-10:35am,"McCardell Bicentennial Hall 303 (MBH 303)
		",Mike Dash ,"
Starting in early development and continuing throughout your lifespan, your experiences will restructure your brain and thereby change who you are!  We will explore the foundations of brain plasticity through the investigation of brain development, memory and memory systems, and the neurobiology of memory.  Our understanding of brain plasticity will be applied to better understand how plasticity can be harnessed to improve cognition and alleviate a variety of brain disorders.  Our exploration will be informed by authors, and artists portrayals of memory, scientific literature, and clinical case studies.  (PSYC 0105 or any BIOL course; open to PSYC, ESCP, and NSCI majors; others by waiver, open to seniors by waiver only.) 3 hrs. lect. ",PSYC0206A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Cultural Psychology,CMP SOC ,Psychology ,11:15am-12:30pm,"McCardell Bicentennial Hall 317 (MBH 317)
		",Gina Thomas ,"
Historically, much psychological research has focused on the United States and has aimed to interpret human psychological processes without reference to their cultural contexts. Cultural psychology, by contrast, holds that culture is essential for human psychology as we know it. The goal of this course is to understand that premise. Drawing on new research insights from around the globe, we will explore cross-cultural variations in psychological functioning from emotions, cognitions, and perceptions, to development, personality, and mental health. We will analyze where cultural variations come from, how the mind becomes enculturated, and the sense in which human nature is cultural. (PSYC 0105, open to Psychology majors Environmental Studies/Conservation Psychology and undeclared majors only, seniors by waiver only) 3 hrs lecture ",PSYC0220A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Psychological Disorders,SOC ,Psychology ,8:40am-9:30am,"McCardell Bicentennial Hall 104 (MBH 104)
		",Suzanne Gurland ,"
What makes an individual “abnormal”?   Under what circumstances do mental health professionals classify emotions, thoughts, or behaviors as “disordered”?  In this course, we will explore these questions with attention to their historical, theoretical, ethical, and diagnostic implications.  We will investigate various classes of disorders, like anxiety, mood, and psychotic disorders, with a focus on their causes and treatments.  Throughout, we will aim to appreciate the complexities and uncertainties surrounding diagnosis, and to recognize and challenge common assumptions about psychological disorders.  In addition to lecture, the course will include discussions of current and controversial topics, and occasional demonstrations, analysis of clinical case material, and/or role plays. (PSYC 0105; open to Psychology majors Environmental Studies/Conservation Psychology and undeclared majors only, open to seniors by waiver only) 3 hrs. lect./1 hr. disc. ",PSYC0224A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Brain and Behavior,SCI ,Psychology ,11:15am-12:05pm,"McCardell Bicentennial Hall 104 (MBH 104)
		",Kim Cronise ,"
Activity within our brains provides the basis for our thoughts and behavior.  Brain activity and behavior are dynamic processes subject to temporary changes (e.g. emotional states, attention, sleep/wake cycles, and sensations) and lasting modifications (e.g. development, language, personality, memory, and therapeutic treatments).  In this course, we will explore brain mechanisms that produce complex behaviors and examine the contributions of brain activity to psychological and neurodegenerative disorders. During either a lab or a discussion section, we will develop our understanding of brain structure, probe our own brain activity, and/or investigate how chemical changes alter animal behavior in predictable ways. (PSYC 0105; open to psychology majors; others by waiver. Not open to students required to take NSCI 0252. When taught with a discussion section instead of a lab section this course will not meet the PSYC major lab requirement.) 3 hrs. lect./3 hrs. lab OR 1 hr. disc. ",PSYC0226A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Sensation and Perception,SCI ,Psychology ,9:45am-11:00am,"McCardell Bicentennial Hall 303 (MBH 303)
		",Mike Dash ,"
Remarkably, using just five basic senses, our brains translate simple external stimuli (e.g. light and sound waves) into unique and vivid perceptual experiences enabling us to interact with our surrounding physical reality.  Focusing primarily on the underlying mechanisms of vision and audition, we will explore how our brains construct detailed representations of our world.  Throughout these explorations, we will identify perceptual limitations and investigate how mental processes such as attention and emotion affect our perceptions.  We will review recent scientific articles and conduct experiments.  (PSYC 0105 or any BIOL course; not open to first year students; open to psychology and neuroscience majors; others by waiver) 3 hrs. lect./1 hr. disc. ",PSYC0303A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Human Sexuality,,Psychology ,2:15pm-3:30pm,"McCardell Bicentennial Hall 438 (MBH 438)
		",Martin Seehuus ,"
In this course we  will discuss the biological, psychological, behavioral, and cultural aspects of human sexuality, starting with a review of anatomy, physiology and function.  We will use current research findings to inform discussions of topics such as arousal and desire, relationships, sexual orientation, consent, pornography, and compulsive sexual behavior.  We will look at how issues like contraception, sexuality, and sexually transmitted diseases have influenced and been influenced by their cultural context. (Two psychology courses; not open to first year students; open to Psychology and GSFS majors) 3 hrs. lect. ",PSYC0307A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Social and Emotional Development,SOC ,Psychology ,8:15am-9:30am,"Ross Commons Dining 011 (RCD 011)
		",Robert Moeller ,"
In this course students will explore current research and theory on the interrelated domains of social and emotional development from infancy through adulthood. Families and peers serve as the primary relationships for children’s and adolescents’ socialization, and relationships will be explored to further understand how they influence emotion regulation, adaptation to stressful life events, and intrapersonal conflicts. Emphasis will be placed on the role of context and culture in the formation of social and emotional competencies and experiences.  We will explore the theory and practice of Social Emotional Learning (SEL) curricula to enhance individuals’ social and emotional skills. (PSYC 0105; PSYC 0216 or PSYC 0225; not open to first-year students; open to Psychology majors, others by waiver). 3 hrs. lect./1.5 hrs lab. ",PSYC0320A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
"Nature, Technology, and the Self",SOC ,Psychology ,1:30pm-4:15pm,"Ross Commons Dining 011 (RCD 011)
		",Gina Thomas ,"
Modern humans are entangled in the intersection of three domains: the natural world, digital technology, and our psychological sense of “self.” How does each domain affect the other? Are these effects positive or negative? In this seminar we draw on recent research examining how nature, and social media/ internet usage impact us cognitively, neurologically, socially, and emotionally. Further, we explore how digital devices can inhibit or facilitate engagement with the natural world, combining critical inquiry with experiential methods such as digital detox, forest bathing, self-observation, nature apps, and citizen science. (Open to junior and senior psychology majors only, others by waiver). 3 hrs sem ",PSYC0423A-F25,"Thursday (Sep 8, 2025 to Dec 8, 2025)"
Bilingualism and Cognition Across Lifespan,SOC ,Psychology ,11:15am-12:30pm,"McCardell Bicentennial Hall 331 (MBH 331)
		",Olga Parshina ,"
In this course we will discuss an interplay between bilingualism and cognitive processes throughout the human lifespan. Through discussions of empirical papers and demonstrations, we will explore how learning two or more languages shapes cognitive development from young ages to adulthood. The topics that we will cover include the bilingual advantage debate with respect to memory, attention, cognitive control and language, as well as bilingual language disorders and cognitive decline (PSYC majors only, others by waiver) 3 hrs. sem. ",PSYC0441A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Buddhist Traditions in India,PHL SOA ,Religion ,9:45am-11:00am,"Munroe Hall 311 (MNR 311)
		",William Waldron ,"
An introduction to the development of Indian Buddhist thought, practice, and institutions. The course will begin with an examination of the life of the Buddha and the formation of the early tradition. It will then explore developments from early Nikaya Buddhism, through the rise of the Mahayana, and culminating in Tantric Buddhism. Attention will be given throughout to parallel evolutions of doctrine, practice, and the path to Nirvana. 3 hrs. lect./disc. ",RELI0121A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
The Islamic Traditions,MDE PHL ,Religion ,9:45am-11:00am,"Munroe Hall 311 (MNR 311)
		",Ata Anzali ,"
What is Islam? Is it a religion, a way of life, a civilization, or a political ideology? Was Muhammad a political leader, a warrior, or an ascetic? What is the Qur’an? How did it develop as a sacred text and how does it compare to the Bible? This course is designed to provide a platform for us to explore such questions by focusing on historical, social, and intellectual developments in the wide swath of land known as the Muslim world. Special attention will be given to early developments of the Islamic community as well as the later response of different Muslim communities to modernity. 3 hrs. lect./disc ",RELI0150A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Mindfulness: Buddhism and Science,CMP PHL SOA ,Religion ,12:45pm-2:00pm,"Munroe Hall 217 (MNR 217)
		",William Waldron ,"
In this course we will be examining the practice of mindfulness. Students will learn about traditional Buddhist meditation, how to analyze original sources in translation, and to assess ways that religious traditions are transformed in the modern era. We will look at the origins and aims of mindfulness in traditional Asian Buddhism, see how it came to the West, and examine the processes of secularization and psychologization that led to its popularization. We will read Buddhist primary sources in translation, trace its history from colonial Myanmar through India to the contemporary West, examine its development in the Mindfulness Based Stress Reduction program, and its proliferation in various institutions within the United States. We will read scientific studies examining its psychological benefits and watch some films about it. (Students who have completed RELI 0209 are not eligible to take RELI 0210) ",RELI0210A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
The Way of the Ascetics: The Making of the Self in Christian Monasticism,CMP PHL ,Religion ,2:15pm-3:30pm,"Munroe Hall 406 (MNR 406)
		",Maria Hatjigeorgiou ,"
The practice of asceticism appeared in ancient Christianity as a movement striving for a deeper spiritual life and connection with the Divine. Men and women withdrew into the wilderness to become fully attuned to God, while engaging more empathetically with their human communities and the natural environment, and serving the poor and socially marginalized. We shall examine how their new model of living challenged the traditional formations of identity and power through cultivating a watchful mind and deepening awareness.  We shall also consider its possible relevance for our postmodern world. Readings will include Desert Wisdom anthologies such as “The Philokalia,” and works of American mystic Thomas Merton and novelist Annie Dillard. ",RELI0231A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Religion and Capitalism,AMR CMP PHL ,Religion ,11:15am-12:30pm,"Munroe Hall 217 (MNR 217)
		",Justin Doran ,"
Joseph Schumpeter described capitalism as animated by a perennial gale of creative destruction. While he was referring to its capacity to create and destroy industries, capitalism has had the same effect on social worlds. From those tumultuous worlds, a diverse array of religious practices, beliefs, and sentiments have likewise flourished and decayed. This course explores the relationship between global capitalism and religion in the modern period. Anchored in a comparison between Brazil and the United States, we will explore how religious traditions have encountered the world transformed by capitalism as well as the religious dimensions of capitalism itself. 3 hours lect./disc. ",RELI0273A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Ethics in Health Care,AMR NOR PHL ,Religion ,8:15am-9:30am,"Axinn Center 219 (AXN 219)
		",James Calvin Davis ,"
This course is an introduction to the principles, virtues, and other moral norms that guide decision-making in health care.  We will focus on moral values accepted by Protestant, Catholic, Jewish, and humanistic traditions, and embedded in a liberal, pluralistic society.  Popular films and numerous case studies will provide students an opportunity to develop skills in moral reasoning, in conversation with these intellectual traditions.  The health care issues we will consider include expectations for patient-physician relationships, research on human subjects, euthanasia and assisted suicide, abortion, assisted reproduction, genetic information, and access to health care resources. 3 hrs. lect./disc. ",RELI0293A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
"Women, Religion, and Ethnography",CMP PHL ,Religion ,1:30pm-4:15pm,"Munroe Hall 416 (MNR 416)
		",Jennifer Ortegren ,"
In this course we will focus on ethnographic scholarship regarding women in various religious traditions. We will begin with questions of feminist ethnography as proposed by Lila Abu-Lughod and then read a range of ethnographies focusing on women in different contexts, including a female Muslim healer in South India, Kalasha women in Pakistan, Bedouin Muslim women in Egypt, and Catholic nuns in Mexico. We will focus on how gendered and religious identities are constructed and intertwined, and what ethnography contributes to the study of both religion and gender. A prior course in Religion, Anthropology, or Gender, Sexuality, and Feminist Studies is recommended. 3 hrs. sem. (National/Transnational Feminisms) ",RELI0384A-F25,"Tuesday (Sep 8, 2025 to Dec 8, 2025)"
Christianity and Social Justice in the U.S.,AMR HIS NOR PHL ,Religion ,1:30pm-4:15pm,"Munroe Hall 409 (MNR 409)
		",James Calvin Davis ,"
Religious communities and organizations have contributed significantly to moral and social reform movements throughout U.S. history.   In this course we will study Christianity’s involvement in these social justice movements, critically examining the theologies that inspired both reform and resistance to social change.   From the colonial period to the present, Christianity has helped shape the discourse around issues like economic justice, racial equality, women’s rights, immigration, environmentalism, and LGBTQ rights. Throughout the course, we will consider the impact Christianity may have had—positive and negative—on struggles for social justice in the United States. (RELI 0130 or RELI 0190, RELI 0230 or RELI 0298) 3 hrs. sem. ",RELI0398A-F25,"Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Methods in the Study of Religion,,Religion ,1:30pm-4:15pm,"Munroe Hall 217 (MNR 217)
		",Justin Doran ,"
How do we think about religion? Is there a common way to talk about religion across cultural divides or should we simply concur that religion is like art, where “We can’t define it, but we know it when we see it? This course will take us through the basic twentieth and twenty-first century theories in the study of religion as “ways of perceiving” this most elusive of phenomena: anthropology, psychology, history, text, politics, philosophy, theology, experience. All of these ways of perceiving religion play a crucial role in the history of the field. We will end by thinking through recent issues in the study of religion–religion and politics, gender and sexuality, comparative and interfaith studies, and the authority of religious identity. Students will be asked to outline a single, compelling case study in religion, and each week they will apply the theorists we read to the details of their case.  In applying theories about religion to real-life situations, students will become skillful practitioners of the art of interpreting religion. They will also develop their own approaches to the study of religion and be able to articulate that approach to a wider audience. (At least 3 courses in the study of religion or by waiver. Open only to juniors and seniors.) 3 hrs. sem. ",RELI0400A-F25,"Monday (Sep 8, 2025 to Dec 8, 2025)"
Beginning Russian,LNG ,Russian ,8:40am-9:30am,"Freeman FR2 (FIC FR2)
		",Timothy Portice ,"
This course is an approach to the language using four skills (speaking, listening, reading, and writing). It provides a firm control of the sound system and the structure of Russian. Although much emphasis is put on the spoken colloquial language, reading, writing, and a conscious understanding of the fundamentals of grammar prepare a strong foundation for work in advanced courses or for reading in specialized fields. 3 hrs. lect./3 hrs. drill. ",RUSS0101A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Beginning Russian,LNG ,Russian ,9:45am-10:35am,"Freeman FR2 (FIC FR2)
		",Timothy Portice ,"
This course is an approach to the language using four skills (speaking, listening, reading, and writing). It provides a firm control of the sound system and the structure of Russian. Although much emphasis is put on the spoken colloquial language, reading, writing, and a conscious understanding of the fundamentals of grammar prepare a strong foundation for work in advanced courses or for reading in specialized fields. 3 hrs. lect./3 hrs. drill. ",RUSS0101B-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Russian Literature's Golden Age: 1830-1880 (in English),EUR LIT ,Russian ,2:15pm-3:30pm,"Freeman FR2 (FIC FR2)
		",Timothy Portice ,"
Duels, ghosts, utopias, murders, prostitution, and adultery- these are the raw materials Russian authors turned into some of the world's greatest literature. This course is an introduction to Russian literature of the 19th century, from the short stories of Pushkin and Gogol to the great novels of Dostoevsky and Tolstoy. The centrality of literature in Russian society and the interrelations among the authors and texts will be discussed. How do the authors combine reality, fantasy, and philosophy to make these works both uniquely Russian and universal? 3 hrs. lect. ",RUSS0151A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Intermediate Russian,LNG ,Russian ,8:40am-9:30am,"Freeman FR1 (FIC FR1)
		",Sasha Portice ,"
Systematic review of grammar and development of the spoken and written skills attained in Beginning Russian. (RUSS 0103 or equivalent) 3 hrs. lect./3 hrs. drill ",RUSS0201A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Intermediate Russian,LNG ,Russian ,9:45am-10:35am,"Freeman FR2 (FIC FR2)
		",Sasha Portice ,"
Systematic review of grammar and development of the spoken and written skills attained in Beginning Russian. (RUSS 0103 or equivalent) 3 hrs. lect./3 hrs. drill ",RUSS0201B-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Russian Culture and Civilization I,CW EUR LIT LNG ,Russian ,11:15am-12:30pm,"Freeman FR1 (FIC FR1)
		",Sasha Portice ,"
This course offers a bilingual approach to the study of Russian culture. Works of literature, art, film, and music will be examined in their historical and political context. Particular emphasis will be devoted to the improvement of oral and written skills. As the course topics and emphasis change, depending on the levels of students enrolled, RUSS0311 may be taken a second time with instructor/chair approval. (RUSS 0202 or equivalent) 3 hrs. lect. ",RUSS0311A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Gogol and Romantic Melancholy (In English),CW EUR LIT ,Russian ,2:15pm-3:30pm,"Freeman FR2 (FIC FR2)
		",Matthew Walker ,"
In this course we will explore the corpus of one of the canonical figures of nineteenth-century Russian literature, Nikolai Gogol (1809-1852), a Ukrainian subject of the Russian Empire, and situate him within a broader tradition of romantic melancholy in European culture. How does one describe a world where formerly familiar pathways to transcendence and community have been left in ruins by modernity? Can this loss be remedied in art, or only repeated? And what does that mean for nationalism and empire? Twice weekly discussions, materials in English, though students are encouraged to engage with originals; no prerequisites. ",RUSS0355A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Senior Seminar (in Russian),,Russian ,9:45am-11:00am,"Freeman FR2 (FIC FR2)
		",Matthew Walker ,"
This seminar topic changes every year.  Recent seminar titles have included Research, Recast, Relay, The History of Russian Poetry, and Russian Drama. This course will provide students with the skills to identify and utilize Russian sources, provide professional quality written summaries and analyses, make oral presentations in Russian, and produce a substantial written assignment and project. (Senior Majors) 3 hrs. sem. ",RUSS0704A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Introduction to Sociology: The Sociological Imagination,AMR CMP SOC ,Sociology ,11:15am-12:05pm,"Munroe Hall 317 (MNR 317)
		",Rebecca Tiger ,"
In this course, we will study social life, social change, and the social causes and consequences of human behavior on American society. Specifically, we will examine the ways that individuals interact in social groups, organizations, and the larger society and the ways that the larger society both influences and is influenced by various social actors. Specific topics may range from crime, education, health, the economy, wealth, income, families, religion, race, gender, sexuality, class, among others with the goal of examining how individuals come together to construct society. In addition, we will explore the ways that social inequalities are created and maintained, examining many different perspectives and research techniques that sociologists use to answer some of society’s most important questions. ",SOCI0101A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Higher Education and Society,SOC ,Sociology ,11:15am-12:30pm,"Munroe Hall 406 (MNR 406)
		",Matt Lawrence ,"
Concerns about quality, value, and cost have raised doubts about whether higher education remains a pathway to opportunity. In this course we will consider these issues by reviewing research on the changing demographics of students, the evolving definition of “merit” in admissions, the challenges of assessing what students learn, and the relationship between student loan debt and economic inequality. We will also examine how college shapes later outcomes such as income, health, and family formation. Finally, we will discuss efforts to reform higher education and the potential for innovations like global expansion to reshape post-secondary schooling in the future. 3 hrs.lct. (Not open to students who have already taken FYSE 1090 or SOCI 0330.) ",SOCI0230A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Data and the Social World,DED ,Sociology ,9:45am-11:00am,"Munroe Hall 317 (MNR 317)
		",,"
Digital data and computational tools have transformed social science research. In this course we will learn about the tradition and logics of computational social science and learn how to apply it to their own sociological questions. Half of each class will be spent discussing published research: evaluating the methodological approach to the research question, reviewing the ethics or limitations of the data, and assessing the communication of results. The other half will be devoted to hands-on lab sessions, where students will learn the foundations of data science through computational research and the R statistical software language. These labs will cover the basics of reproducible workflows, and data collection, analysis, and visualization. (This course is not open to students who have already completed STAT 0118 or STAT 0201.) ",SOCI0255A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Social Theory,SOC ,Sociology ,9:45am-11:00am,"Munroe Hall 409 (MNR 409)
		",Linus Owens ,"
This course provides an overview of major lines of development in 20th century social theory relevant to the field of sociology, focusing on how various theorists have grappled with the basic issues that have dominated 20th century social thought. Particular attention will be given to the questions arising from the conceptual distinctions between structure and action, on the one hand, and identity and culture, on the other. How is social order possible? How autonomous are human agents? How do we explain the persistence of observed patterns of human interaction and social practice? How do we analyze relations between the world of everyday life and the large-scale development of social systems? How does social change take place? (SOCI 0105) (formerly SOAN 0305) 3 hrs. lect. ",SOCI0305A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Writing the Family,SOC ,Sociology ,1:30pm-4:15pm,"LaForce 121 (LAF 121)
		",Rebecca Tiger ,"
Family brings us the full range of emotions, from joy to suffering. In this course, we will look at various attempts to define “the family.” We will read sociological accounts of the family, memoirs that grapple with this topic, and do our own writing. This is a workshop-based class: we will read, discuss, write, share our stories, and offer constructive and supportive feedback, paying attention to the variety of ways to write about this complicated topic. This class will culminate in a public reading for the campus community, where students will share portions of their final project: a written story that links our biographies with history to creatively examine one of the most fundamental yet contested social institutions in the 21st century. (SOCI majors only and others by permission) (SOCI 0101) ",SOCI0323A-F25,"Thursday (Sep 8, 2025 to Dec 8, 2025)"
Digital Feminisms: Theory and Activism Online,SOC ,Sociology ,1:30pm-4:15pm,"Munroe Hall 409 (MNR 409)
		",,"
Does gender matter on the Internet? How does patriarchy, misogyny, and racism get coded into our digital tools? Is a feminist Internet possible? In this class we will investigate how feminist and sociological theory makes sense of the relationship between gender and power in our digital and technologically mediated world. We will apply these theories to understanding various digital pursuits, including online labor, bodily autonomy, and the design of social media platforms. Throughout we will discuss how feminism is put into practice by communities of technologists, designers, and data scientists. Students will complete a final zine analyzing a digital phenomenon of their choice. ",SOCI0342A-F25,"Tuesday (Sep 8, 2025 to Dec 8, 2025)"
Social Statistics,DED SOC ,Sociology ,2:15pm-3:30pm,"Munroe Hall 409 (MNR 409)
		",Matt Lawrence ,"
In this course we will learn the practical tools social sociologists and other scientists use to analyze data quantitatively. Topics will emphasize applications with statistical software and data from the General Social Survey and other datasets. We will explore methods to describe statistics about samples, apply the principles of probability to make predictions about populations, and estimate the significance of those predictions through inference and hypothesis testing. We will conclude with an introduction to linear regression. (Open only to majors or by Instructor Approval) (formerly SOAN 0385) 3 hrs. lect./disc. ",SOCI0385A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Stuff: A Sociology of Things,SOC ,Sociology ,12:45pm-2:00pm,"LaForce 121 (LAF 121)
		",Linus Owens ,"
Stuff surrounds us. It fills our lives and makes our lives more fulfilling. We make it, we break it. We love it, we hate it. Then we throw it away. But stuff can just as easily make us and break us. Yet, sociology rarely pays much attention to things. In this course we will uncover and study the surprisingly active social lives of objects. Drawing broadly from work on material culture, cultural studies, consumption studies, and critical theory, we will explore the complex meanings of objects, the relationships people form with them, and the ways they shape how we think and what we do. Students will learn object-based research methods to investigate the social meanings and uses of everyday objects. (SOCI majors only and others by permission.) ",SOCI0420A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Beginning Spanish I,,Spanish (& Portuguese UG) ,8:40am-9:30am,"Axinn Center 220 (AXN 220)
		",Patricia Saldarriaga ,"
This course is an introduction to the fundamentals of grammar and focuses on the development of four skills in Spanish: comprehension, speaking, reading, and writing. Emphasis will be placed on active communication aimed at the development of oral and comprehension skills. This course is for students who have not previously studied Spanish. Students are expected to continue with SPAN 0104 after successful completion of SPAN 0101. 5 hrs. lect./disc. ",SPAN0101A-F25,"Tuesday, Thursday at AXN 220 (Sep 8, 2025 to Dec 8, 2025)
8:40am-9:30am on Monday, Wednesday, Friday at AXN 220 (Sep 8, 2025 to Dec 8, 2025)"
Beginning Spanish II,,Luso-Hispanic Studies ,9:45am-10:35am,"Axinn Center 220 (AXN 220)
		",Gloria Gonzalez Zenteno ,"
This course is a continuation of SPAN 0101. Intensive reading, writing, and oral activities will advance students’ proficiency in Spanish in an academic setting. (SPAN 0101 or placement exam) 6 hrs. lect./disc. ",SPAN0104A-F25,"Tuesday, Thursday at AXN 220 (Sep 8, 2025 to Dec 8, 2025)
9:45am-10:35am on Monday, Wednesday, Friday at AXN 220 (Sep 8, 2025 to Dec 8, 2025)"
Intermediate Spanish,LNG ,Spanish (& Portuguese UG) ,8:40am-9:30am,"Library 230 (LIB 230)
		",,"
This accelerated course is designed to review, reinforce, and consolidate the linguistic structures that students need in order to reach the intermediate level of proficiency in Spanish. A grammar review will accompany intensive language acquisition, vocabulary expansion, readings, discussions, and compositions. (SPAN 0103 or SPAN 0105 or SPAN 0104 or placement tests) 3 hrs. lect., 1 hr. drill. ",SPAN0201A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Intermediate Spanish,LNG ,Spanish (& Portuguese UG) ,11:15am-12:05pm,"Axinn Center 220 (AXN 220)
		",Gloria Gonzalez Zenteno ,"
This accelerated course is designed to review, reinforce, and consolidate the linguistic structures that students need in order to reach the intermediate level of proficiency in Spanish. A grammar review will accompany intensive language acquisition, vocabulary expansion, readings, discussions, and compositions. (SPAN 0103 or SPAN 0105 or SPAN 0104 or placement tests) 3 hrs. lect., 1 hr. drill. ",SPAN0201B-F25,"Tuesday, Thursday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Intermediate Spanish,LNG ,Spanish (& Portuguese UG) ,1:10pm-2:00pm,"Library 230 (LIB 230)
		",Laura Lesta Garcia ,"
This accelerated course is designed to review, reinforce, and consolidate the linguistic structures that students need in order to reach the intermediate level of proficiency in Spanish. A grammar review will accompany intensive language acquisition, vocabulary expansion, readings, discussions, and compositions. (SPAN 0103 or SPAN 0105 or SPAN 0104 or placement tests) 3 hrs. lect., 1 hr. drill. ",SPAN0201C-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Intermediate Spanish,LNG ,Spanish (& Portuguese UG) ,1:10pm-2:00pm,"Axinn Center 220 (AXN 220)
		",Gloria Gonzalez Zenteno ,"
This accelerated course is designed to review, reinforce, and consolidate the linguistic structures that students need in order to reach the intermediate level of proficiency in Spanish. A grammar review will accompany intensive language acquisition, vocabulary expansion, readings, discussions, and compositions. (SPAN 0103 or SPAN 0105 or SPAN 0104 or placement tests) 3 hrs. lect., 1 hr. drill. ",SPAN0201D-F25,"Tuesday, Thursday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Intermediate Spanish II,LNG ,Spanish (& Portuguese UG) ,9:45am-10:35am,"Munroe Hall 317 (MNR 317)
		",Marcos Rohena-Madrazo ,"
A course for students seeking to perfect their academic writing skills in Spanish. The course is also an introduction to literary analysis and critical writing and will include reading and oral discussion of literary texts. The course will also include a thorough review of grammar at a fairly advanced level. This course may be used to fulfill the foreign languages distribution requirement. (SPAN 0201, SPAN 0210, or placement) 3 hrs. lect./disc. ",SPAN0220A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
