titles,distros,department,time,location,professor,description,courseNum,meet
Introductory Mechanics,DED SCI ,Physics ,11:15am-12:05pm,"McCardell Bicentennial Hall 220 (MBH 220)
		",Anne Goodsell ,"
This calculus-based course examines fundamental topics in motion and mechanics, including inertia, force, Newton's laws of motion, work, energy, linear momentum, collisions, gravitation, rotational motion, torque, angular momentum, and oscillatory motion, emphasizing applications in physics and engineering.  Laboratory explorations of topics covered in lecture will build students’ physical intuition and problem solving skills.  (MATH 0121; students may not receive credit for both PHYS 0108 and PHYS 0109) 3 hrs. lect/3 hrs. lab. ",PHYS0109A-F23,"Monday, Wednesday, Friday (Sep 11, 2023 to Dec 11, 2023)"
"Oscillatory Motion, Waves, Optics, and Fluids",DED SCI ,Physics ,9:45am-10:35am,"McCardell Bicentennial Hall 216 (MBH 216)
		",Michael Durst ," 
This calculus-based course covers oscillations, wave motion, sound, geometrical optics, physical optics, and fluid mechanics.  Other physics topics may be added at the discretion of the instructor.  Lab experiments will explore these topics and develop skills in experimentation and data analysis. (PHYS 0108 or 109; MATH 0121) 3 hrs. lect./3 hrs. lab. ",PHYS0111A-F23,"Monday, Wednesday, Friday (Sep 11, 2023 to Dec 11, 2023)"
An Introduction to the Universe,DED SCI ,Physics ,9:45am-11:00am,"McCardell Bicentennial Hall 220 (MBH 220)
		",McKinley Brumback ,"
Our universe comprises billions of galaxies in a rapidly expanding fabric. How did it begin? Will it expand forever, or how may it end? How do the stars that compose the galaxies evolve from their births in clouds of gas, through the tranquility of middle age, to their often violent deaths? How can scientists even hope to answer such cosmic questions from our vantage point on a small planet, orbiting a very ordinary star? Are there other planets, orbiting other stars, where intelligent beings may be pondering similar issues? This introductory astronomy course, designed for nonscience majors, will explore these and other questions. Students will also become familiar with the night sky, both as part of our natural environment and as a scientific resource, through independent observations and sessions at the College Observatory. The approach requires no college-level mathematics, but students should expect to do quantitative calculations using scientific notation and occasionally to use elementary high-school algebra. 3 hrs. lect./1 hrs.disc. ",PHYS0155A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Relativity and Electromagnetism,DED SCI ,Physics ,11:15am-12:30pm,"McCardell Bicentennial Hall 538 (MBH 538)
		",Chris Herdman ,"
This course develops a unified description of electromagnetism and Einstein’s theory of special relativity, based upon the postulate that the laws of physics are the same in all inertial reference frames. Topics include relativistic phenomena, relativistic energy and momentum, Lorentz transformations, four-vectors in spacetime, differential operators and integral theorems of vector calculus, Maxwell’s equations in differential form, electromagnetic waves, and the electromagnetic vector potential. (PHYS 0110 or PHYS 0114; students may not receive credit for both PHYS 0214 and PHYS 0201) 3 hrs. lect. ",PHYS0214A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Waves and Fourier Analysis,DED SCI ,Physics ,9:45am-11:00am,"McCardell Bicentennial Hall 503 (MBH 503)
		",Noah Graham ,"
Wave mechanics provides our most fundamental description of all known forms of matter, radiation, and their interactions. In this course we will develop the physics of oscillations and waves and the associated mathematics of Fourier series and transforms, orthogonal functions, and solutions of ordinary and partial differential equations, focusing especially on solutions of initial and boundary value problems by separation of variables in Cartesian, cylindrical and spherical coordinates. (MATH 0122; PHYS 0109 or PHYS 0110 or PHYS 0111 or PHYS 0114; students may not receive credit for both PHYS 0212 and PHYS 0216) 4.5 hrs. lect. ",PHYS0216A-F23,"Monday, Wednesday, Friday (Sep 11, 2023 to Dec 11, 2023)"
Intermediate Electromagnetism,,Physics ,9:45am-11:00am,"McCardell Bicentennial Hall 503 (MBH 503)
		",Paul Hess ,"
The unified description of electricity and magnetism is one of the greatest triumphs of physics. This course provides a thorough grounding in the nature of electric and magnetic fields and their interaction with matter. Mathematical techniques appropriate to the solution of problems in electromagnetism are also introduced. The primary emphasis is on static fields, with the full time-dependent Maxwell equations and electromagnetic waves introduced in the final part of the course. (PHYS 0110;  PHYS 0201 or by permission; PHYS 0212) 3 hrs. lect./1 hr. disc. ",PHYS0301A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Experimental Techniques in Physics,CW ,Physics ,8:40am-9:30am,"McCardell Bicentennial Hall 503 (MBH 503)
		",Susan Watson ,"
This course will cover the design and execution of experiments, and the analysis and presentation of data, at an advanced level. Laboratory experiments will be chosen to illustrate the use of electronic, mechanical, and optical instruments to investigate fundamental physical phenomena, such as the properties of atoms and nuclei and the nature of radiation. Skills in computer-based data analysis and presentation will be developed and emphasized. This course satisfies the College writing requirement. (PHYS 0111 concurrent or prior; PHYS 0201 and PHYS 0202 and PHYS 0212; MATH 0200 recommended) 3 hrs. lect./3 hrs. lab/1 hr disc. (Approval required) ",PHYS0321A-F23,"Monday, Wednesday, Friday (Sep 11, 2023 to Dec 11, 2023)"
Analytical Mechanics,,Physics ,11:15am-12:30pm,"McCardell Bicentennial Hall 503 (MBH 503)
		",Chris Herdman ,"
An intermediate-level course in the kinematics and dynamics of particles and rigid body motion. The topics will include: analysis and application of Newton's law of mechanics; the concepts of work, energy, and power; energy conservation; momentum and momentum conservation; torque, angular momentum, and angular momentum conservation; oscillatory motion; and central-force motion. Lagrange's and Hamilton's formulations of classical mechanics will be introduced with emphasis placed on developing problem-solving strategies and techniques. (PHYS 0109 and PHYS 0212) 3 hrs. lect. ",PHYS0330A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
General Relativity,DED SCI ,Physics ,11:15am-12:05pm,"McCardell Bicentennial Hall 503 (MBH 503)
		",Noah Graham ,"
Among the forces of nature, gravity is both the most familiar and the least well-understood.  A hundred years after it was formulated by Einstein, General Relativity remains our best fundamental theory of gravity.  In this course we will see how gravity emerges from the geometry of curved spacetime and how this picture leads to phenomena such as black holes, gravitational waves, and the expansion of the universe.  (MATH 0200, PHYS 0201, and PHYS 0212) 3 hrs. lect. ",PHYS0380A-F23,"Monday, Wednesday, Friday (Sep 11, 2023 to Dec 11, 2023)"
Senior Project,,Physics ,1:10pm-2:00pm,"McCardell Bicentennial Hall 530 (MBH 530)
		",Michael Durst ,"
Independent research project incorporating both written and oral presentations.",PHYS0704A-F23,"Friday (Sep 11, 2023 to Dec 11, 2023)"
Introduction to Political Philosophy,EUR PHL SOC ,Political Science ,2:15pm-3:30pm,"Axinn Center 103 (AXN 103)
		",Murray Dry ,"
What is politics and how should it be studied? Is there a best regime? A best way of life? How are these two things related, if at all?  Can we gain knowledge of such topics? We will examine these questions through a study of the some or all of the following texts: Plato, Apology of Socrates, Republic; Aristotle, Nicomachean Ethics, Politics; Thucydides, The Peloponnesian War; St. Augustine, Confessions; St. Thomas Aquinas, Summa Theologica, Summa Contra Gentiles; Machiavelli, The Prince; Hobbes, Leviathan; Locke, Second Treatise on Government; Rousseau, Discourse on the Origin and Foundations of Inequality Among Men; Marx, The Communist Manifesto, The German Ideology,  Capital; and Weber, “Science as a Vocation.” 4 hrs. lect./disc. (Political Theory) ",PSCI0101A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Introduction to Comparative Politics,CMP SOC ,Political Science ,9:45am-10:35am,"Sunderland Lanuage Ctr DNA (SDL DNA)
		",Natalie Chwalisz ,"
This course offers an introduction to the comparative study of political systems and to the logic of comparative inquiry. How are different political systems created and organized? How and why do they change? Why are some democratic and others authoritarian? Why are some rich and others poor? Other topics covered in this course include nationalism and political ideologies, forms of representation, the relationship between state institutions and civil society, and globalization. The goal in this course is to use comparative methods to analyze questions of state institutions -- how they arise, change, and generate different economic, social, and political outcomes. 3 hrs. lect. disc. (Comparative Politics)/ ",PSCI0103A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Introduction to Comparative Politics,CMP SOC ,Political Science ,9:45am-10:35am,"Munroe Hall 311 (MNR 311)
		",Sebnem Gumuscu ,"
This course offers an introduction to the comparative study of political systems and to the logic of comparative inquiry. How are different political systems created and organized? How and why do they change? Why are some democratic and others authoritarian? Why are some rich and others poor? Other topics covered in this course include nationalism and political ideologies, forms of representation, the relationship between state institutions and civil society, and globalization. The goal in this course is to use comparative methods to analyze questions of state institutions -- how they arise, change, and generate different economic, social, and political outcomes. 3 hrs. lect. disc. (Comparative Politics)/ ",PSCI0103B-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Introduction to American Politics,AMR SOC ,Political Science ,8:15am-9:30am,"Axinn Center 103 (AXN 103)
		",Bert Johnson ,"
This course introduces the institutions and practices of American government and politics. The aim is to give students a firm understanding of the workings of and the balance of power among the American Congress, President, bureaucracy, and court system. We begin with the Constitution, which provides the set of founding principles upon which the American government is based. We then look at how American citizens make decisions about politics. Finally, we examine how political institutions, interest groups, parties, elections, and legislative bodies and rules aggregate diverse, often conflicting preferences and how they resolve or exacerbate problems. 3 hrs. lect./disc. (American Politics)/ ",PSCI0104A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
International Politics,CMP SOC ,Political Science ,9:45am-10:35am,"Robert A. Jones '59 House CON (RAJ CON)
		",Mark Williams ,"
What causes conflict or cooperation among states? What can states and other international entities do to preserve global peace? These are among the issues addressed by the study of international politics. This course examines the forces that shape relations among states, and between states and international regimes. Key concepts include: the international system, power and the balance of power, international institutions, foreign policy, diplomacy, deterrence, war, and global economic issues. Both the fall and spring sections of this course emphasize rigorous analysis and set theoretical concepts against historical and contemporary case studies.  3 hrs. lect./disc. (International Relations and Foreign Policy)/ ",PSCI0109A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
International Politics,CMP SOC ,Political Science ,8:40am-9:30am,"Axinn Center 229 (AXN 229)
		",Kemi Fuentes-George ,"
What causes conflict or cooperation among states? What can states and other international entities do to preserve global peace? These are among the issues addressed by the study of international politics. This course examines the forces that shape relations among states, and between states and international regimes. Key concepts include: the international system, power and the balance of power, international institutions, foreign policy, diplomacy, deterrence, war, and global economic issues. Both the fall and spring sections of this course emphasize rigorous analysis and set theoretical concepts against historical and contemporary case studies.  3 hrs. lect./disc. (International Relations and Foreign Policy)/ ",PSCI0109B-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
"Left, Right, and Center",EUR PHL SOC ,Political Science ,11:15am-12:30pm,"Warner Hall 100 (WNS 100)
		",Daniel Fram ,"
In this course, we shall examine liberalism, conservatism, socialism and their competing conceptions of freedom, equality, the individual, and community. We shall consider the origins of these ideologies in early modern political theory and shall afford special attention to the connection between thought and politics.  Authors may include John Locke, Adam Smith, Edmund Burke, Alexis de Tocqueville, Karl Marx, Friedrich Nietzsche, John Rawls, Michel Foucault, Michael Oakeshott, and Friedrich Hayek. 3 hrs. lect. (Political Theory) ",PSCI0204A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
The Politics of the U.S. Congress,AMR NOR ,Political Science ,9:45am-11:00am,"Sunderland Lanuage Ctr 130 (SDL 130)
		",Matthew Dickinson ,"
Introduces students to the analysis of Congress and congressional policy-making. Considers how congressional elections, institutions, and policy hang together roughly in equilibrium. Focuses on the internal organization of Congress-committees, parties, House and Senate leadership, rules and norms, and congressional staff. Analyzes the power of Congress relative to the president, the bureaucracy, and the courts, specifically in the policy process. Investigates how unified and divided party control of the government affects legislation in the House and Senate. Finally, applies congressional theories to determine the fates of specific policy proposals in Congress. (PSCI 0102 or PSCI 0104 or waiver) 3 hrs. lect./disc. (American Politics)/ ",PSCI0208A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Frontiers in Political Science Research,DED SOC ,Political Science ,9:45am-11:00am,"Munroe Hall 401 (MNR 401)
		",Amy Yuen ,"
Nothing is more controversial among political scientists than the topic of how to study politics. In this course, we consider a variety of advanced techniques for studying political phenomena, including statistical methods, game theory, institutional analysis, case study techniques, experiments, and agent-based modeling. We will work with concrete examples (drawn from major political science journals) of how scholars have used these techniques, and consider the ongoing philosophical controversies associated with each approach. Students will have the opportunity to conduct original research using a method and subject of their choosing. (Any political science courses) 3 hrs. lect.disc (Methods) ",PSCI0210A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Conservation and Environmental Policy,AMR NOR SOC ,Political Science ,11:15am-12:05pm,"Hillcrest 103 (HLD 103)
		",Christopher Klyza ,"
This course examines conservation and environmental policy in the United States. In order to better understand the current nature of the conservation and environmental policy process, we will begin by tracing the development of past ideas, institutions, and policies related to this policy arena. We will then focus on contemporary conservation and environmental politics and policy making—gridlock in Congress, interest group pressure, the role of the courts and the president, and a move away from national policy making—toward the states, collaboration, and civil society. 3 hrs. lect./disc. (American Politics)/ ",PSCI0211A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Qualitative Methods in Political Science,DED ,Political Science ,12:45pm-2:00pm,"Robert A. Jones '59 House CON (RAJ CON)
		",Sebnem Gumuscu ,"
This seminar offers a broad introduction to qualitative methodology with a focus on comparative methods for the analysis of a relatively small number of cases (small-n). This course will enable students to create and critique qualitative research designs in political science. The course focuses on recent methodological writings and includes several substantive examples from various subfields. Topics covered include causal inference, case studies, cross-case comparison, typological theory, case selection, process tracing, counterfactual analysis, and set theory. We will also discuss approaches to multi-method research and the use of mixed methods in political science. 3 hrs. lect. (Methods)/ ",PSCI0213A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Contemporary Chinese Politics,NOA SOC ,Political Science ,9:45am-11:00am,"Munroe Hall 317 (MNR 317)
		",Jessica Teets ,"
This introductory course provides students with a background in how the party-state political system functions, and then investigates the major political issues in China today. We will focus first on economic reform issues, such as income inequality, the floating population, and changes in the socialist welfare model, and then on political reform issues, such as the liberalization of news media, NGO and civil society activity, protest and social movements, environmental protection, and legal reform. China is a quickly changing country, so students will focus on analyzing current events but also have an opportunity to explore a topic of interest in more detail.  3 hrs. lect./disc. Comparative Politics ",PSCI0221A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Introduction to Text as Data,CMP EUR SOC ,Political Science ,12:45pm-2:00pm,"Munroe Hall 217 (MNR 217)
		",Erik Bleich ,"
Computational tools that identify patterns in language and text increasingly help us understand the world. In this course we will explore several of the most common types of text-as-data analyses, such as collocations, keywords in context, topic modeling, and sentiment analysis. Students will work in teams throughout the semester to apply these tools to understand media coverage of a group or topic of their choice. This course is designed to be accessible to students in the social sciences, humanities, and arts as well as being of interest to computer science, math, and science students. 3 hrs. sem. (Methods)/ ",PSCI0229A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
International Diplomacy and Modern South Asia,AAL SOA SOC ,Political Science ,2:15pm-3:30pm,"Munroe Hall 317 (MNR 317)
		",Jeffrey Lunstead ,"
In this course we will examine current political and economic issues in the countries of South Asia - Afghanistan, Pakistan, India, Nepal, Bangladesh, Sri Lanka, Maldives and Bhutan. We will first examine the background of the South Asian region in general (pre-colonial and colonial eras) and of South Asian countries after independence. We will look at specific interstate and intrastate issues, focusing on the combined quests for political stability and economic development. Students will look at topical issues from the perspective of an officer working in a U.S. Embassy or in a U.S. foreign policy agency. The course will combine rigorous academic understanding of the region with current policy issues. Readings will include both academic studies and contemporary policy/issues papers. 3 hrs. lect./disc. (International Relations and Foreign Policy)/ ",PSCI0250A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Contentious Politics in Asia,CMP NOA SOC ,Political Science ,11:15am-12:30pm,"Library 105 (LIB 105)
		",Orion Lewis ,"
In this course we will compare protest, social mobilization, and contentious politics across Asia.  While some have argued that ""Asian values"" cause harmonious and stable political systems, we will start from the premise that contentious politics in the region reflect the same dynamics seen elsewhere throughout history.  However, as with all countries, the specific institutional and cultural context often shapes particular forms of contention.  Empirically, we will focus on key regions including East and Southeast Asia as well as the domestic and international dimensions of activism. 3 hrs. lect. (Comparative Politics) ",PSCI0290A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
International Political Economy,SOC ,Political Science ,12:45pm-2:00pm,"Munroe Hall 317 (MNR 317)
		",Gary Winslett ,"
This course examines the politics of global economic relations, focusing principally on the advanced industrial states. How do governments and firms deal with the forces of globalization and interdependence? And what are the causes and consequences of their actions for the international system in turn? The course exposes students to both classic and contemporary thinking on free trade and protectionism, exchange rates and monetary systems, foreign direct investment and capital movements, regional integration, and the role of international institutions like the WTO. Readings will be drawn mainly from political science, as well as law and economics. 3 hrs. lect./disc./(International Relations and Foreign Policy)/ ",PSCI0304A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
American Constitutional Law: The Federal System,AMR NOR ,Political Science ,2:15pm-3:30pm,"Munroe Hall 311 (MNR 311)
		",Murray Dry ,"
This course examines the development of American constitutionalism through study of Supreme Court decisions. Every major topic but the bill of rights (see PSCI 0306) is covered. Using the Sullivan and Gunther Constitutional Law casebook, we begin with judicial review and then study the development of legal doctrines surrounding the commerce clause, the due process and equal protection clauses of the fourteenth amendment, and the separation of powers. Recent cases focus on affirmative action and federal protection of civil rights. Interpretive books and essays are considered, as time permits. A mock court exercise is anticipated. (Juniors and seniors with PSCI 0102 or PSCI 0104 or PSCI 0306) 3 hrs. lect./disc. (American Politics)/ ",PSCI0305A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
"Globalization, Terrorism, and Global Insurgency",SOC ,Political Science ,2:15pm-3:30pm,"Library 105 (LIB 105)
		",Orion Lewis ,"
How does globalization change the nature of terrorism and create a global security environment characterized by a series of hybrid asymmetric threats? What are the connections between organizations, conflict regions, and the developed world? This course will focus on at least four modules that link aspects of globalization to global counterterrorism, counterinsurgency, and counterproliferation policy: 1) migration, immigration, and the movement of people, 2) illicit international markets and financing, 3) global communications, and 4) the connections between international relations, foreign-policy, and political violence worldwide. Skill development will focus on policy evaluation and analysis, oral briefings, collaborative project management, and collaborative policy strategy papers. 3 hrs. sem. (International Relations and Foreign Policy)/ ",PSCI0314A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Ancient and Medieval Political Philosophy,PHL SOC ,Political Science ,2:15pm-3:30pm,"Munroe Hall 409 (MNR 409)
		",Daniel Fram ,"
We will study some classic works in ancient and medieval political philosophy: Plato (Laws, RepublicApology, Republic, Gorgias, Protagoras, Meno); Aristotle (Ethics, Politics, Rhetoric); Cicero (Republic, Laws), Maimonides (Guide to the Perplexed), Aquinas (Summa Theologica, Summa Contra Gentiles), Alfarabi (The Political Regime). (PSCI 0101 or PSCI 0107 or by waiver) 4 hrs. lect./disc. (Political Theory)/ ",PSCI0317A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
War and Peace,SOC ,Political Science ,12:45pm-2:00pm,"Munroe Hall 311 (MNR 311)
		",Amy Yuen ,"
What causes conflicts between states and within countries? What factors facilitate or impede their resolution? In this course we will examine interstate and intrastate conflicts and the challenges faced in resolving them, from both practical and theoretical perspectives. Employing some of the most prominent theories on war, and more recent theories of bargaining, negotiation, and conflict, we will draw upon a range of case studies to illustrate and evaluate the theoretical dynamics of conflict and conflict resolution. (PSCI 0109 or by waiver) 3 hrs. lect./disc.  (International Relations and Foreign Policy)/ ",PSCI0322A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Asymmetric Conflict Research Practicum,CMP SOC ,Political Science ,2:15pm-3:30pm,"Library 105 (LIB 105)
		",Orion Lewis ,"
The prevalence of civil conflict, asymmetric threats, and global counterterrorism have resulted in the dramatic growth of special operations, security cooperation, and peacebuilding in civil conflict environments. To what extent have we learned the lessons of the post 9/11 world, and to what extent is the global policy community prepared for the asymmetric, embedded, and culturally aware operations that characterize 21st century conflict?  Examples will be drawn from around the globe and we will take a comparative approach to conflicts within and across regions, noting their impacts on institutions, policy processes, and human social systems.  This course uses the ongoing development of the Special Operations Research Database (SORD) as a platform for learning about global counterterrorism and for students’ training in all phases of research methodology, including fieldwork interviewing techniques.  3 hrs. lect.  (International Relations and Foreign Policy)/ ",PSCI0392A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
"Guns, Drugs, People: The Illicit Economy in the Global Perspective",CMP SOC ,Political Science ,1:30pm-4:15pm,"McCardell Bicentennial Hall 530 (MBH 530)
		",Natalie Chwalisz ,"
In this course, we will focus on patterns of illegal activity in the international economy. Students will study phenomena such as illegal trade in arms, animals, and drugs, and the trafficking and smuggling of human beings. The purpose of this course is to introduce students to the systematic analysis of the illicit global economy. Students will be taught to examine the causes of illicit markets, the actors involved ( entrepreneurs, consumers, governments), and how markets respond to efforts to combat them. The objective is for students to understand the phenomenon and its drivers, and to translate this understanding into a critical evaluation of current policy approaches. (International Relations and Foreign Policy) ",PSCI0422A-F23,"Wednesday (Sep 11, 2023 to Dec 11, 2023)"
International Law,SOC ,Political Science ,9:45am-11:00am,"Robert A. Jones '59 House CON (RAJ CON)
		",Gary Winslett ,"
In this course, we analyze key concepts that underpin how scholars and practitioners examine the rules that assist and constrain international actors (states, businesses, activists, and individuals). We analyze legal issues and cases involving sovereignty, human rights, trade and investment law, use of force, and environmental treaties. (formerly PSCI 0237) 3 hrs, seminar. (Not open to students who have already taken PSCI 0237) ",PSCI0437A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Ecocriticism and Global Environmental Justice,,Political Science ,1:30pm-4:15pm,"Munroe Hall 416 (MNR 416)
		",Kemi Fuentes-George ,"
Many global environmental problems—climate change, biodiversity, deforestation, clean water, and transboundary waste movement—are ineffectively managed.  In this course we will take a critical look at these failures and ask: do existing norms and attitudes make effective, sustainable environmental management more difficult?  In doing so, we will examine institutions and phenomena such as the sovereign nation-state, free market capitalism, and the authority of scientific knowledge. We will ask whether sustainable management is compatible with these institutions and phenomena, or whether they contribute to environmental injustice, racism, political marginalization, and gender and class inequity by studying contemporary and historic examples. 3 hrs. sem. (International Relations and Foreign Policy)/ ",PSCI0452A-F23,"Monday (Sep 11, 2023 to Dec 11, 2023)"
City Politics,,Political Science ,11:15am-12:30pm,"LaForce 121 (LAF 121)
		",Bert Johnson ,"
Cities have always been central to political life in the United States, but scholars disagree over how power is distributed in cities, which groups exercise the most authority, how cities relate to their economic and political environments, and whether it is legitimate to view cities as microcosms of state or national politics.  We will consider these general debates as we read major works on U.S. urban politics, addressing issues such as racial and ethnic politics, immigration, suburbanization, and cities' positions in the global economy.  (PSCI 0102 or PSCI 0104) 3 hrs. sem. (American Politics)/ ",PSCI0465A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Chinese Political Economy,AAL NOA SOC ,Political Science ,1:30pm-4:15pm,"Pearsons KAD (PRS KAD)
		",Jessica Teets ,"
Over the past 30 years China has undergone a tremendous transition. The purpose of this course is to consider the extent to which China's experience has challenged theories of market reform. First, we will examine the role of the state in Chinese economic development and market systems more broadly. Second, we will analyze challenges in Chinese state-society relations, from public service provision to protest, that have emerged after such rapid economic growth. Finally, we will discuss the political implications of the Chinese state's responses to these issues in terms of authoritarian durability and governance. 3 hrs. sem. (Comparative Politics)/ ",PSCI0469A-F23,"Thursday (Sep 11, 2023 to Dec 11, 2023)"
Introduction to Psychology,SOC ,Psychology ,9:45am-11:00am,"McCardell Bicentennial Hall 338 (MBH 338)
		",Jason Arndt ," 
This course will provide a general introduction to the field of psychology. The most central and important theories, concepts, findings, controversies, and applications in the following areas will be considered: biological bases of behavior, learning, perception, thinking, development, personality, psychological disorders, and social behavior. (Open to Juniors and Seniors by waiver only) 3 hrs lect./1 hr. disc. ",PSYC0105A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Introduction to Psychology,SOC ,Psychology ,8:15am-9:30am,"McCardell Bicentennial Hall 319 (MBH 319)
		",Matthew Kimble ," 
This course will provide a general introduction to the field of psychology. The most central and important theories, concepts, findings, controversies, and applications in the following areas will be considered: biological bases of behavior, learning, perception, thinking, development, personality, psychological disorders, and social behavior. (Open to Juniors and Seniors by waiver only) 3 hrs lect./1 hr. disc. ",PSYC0105C-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Introduction to Psychology,SOC ,Psychology ,1:10pm-2:00pm,"McCardell Bicentennial Hall 317 (MBH 317)
		",," 
This course will provide a general introduction to the field of psychology. The most central and important theories, concepts, findings, controversies, and applications in the following areas will be considered: biological bases of behavior, learning, perception, thinking, development, personality, psychological disorders, and social behavior. (Open to Juniors and Seniors by waiver only) 3 hrs lect./1 hr. disc. ",PSYC0105D-F23,"Tuesday, Thursday, Friday (Sep 11, 2023 to Dec 11, 2023)"
Psychological Statistics,DED ,Psychology ,9:45am-10:35am,"McCardell Bicentennial Hall 311 (MBH 311)
		",Mike Dash ,"
This course will examine statistical methods used in the behavioral and biological sciences. Students will learn the logic underlying statistical analysis, focusing primarily on inferential techniques. They also will become familiar with the application and interpretation of statistics in psychological empirical research, including the use of computer software for conducting and interpreting statistical analyses. (PSYC 0105; open to psychology and neuroscience majors, others by waiver. Not open to students who have taken  MATH 0116 or ECON 0210) 3 hrs. lect./1.5 hr. lab ",PSYC0201A-F23,"Monday, Wednesday, Friday (Sep 11, 2023 to Dec 11, 2023)"
Psychological Statistics,DED ,Psychology ,11:15am-12:30pm,"McCardell Bicentennial Hall 438 (MBH 438)
		",,"
This course will examine statistical methods used in the behavioral and biological sciences. Students will learn the logic underlying statistical analysis, focusing primarily on inferential techniques. They also will become familiar with the application and interpretation of statistics in psychological empirical research, including the use of computer software for conducting and interpreting statistical analyses. (PSYC 0105; open to psychology and neuroscience majors, others by waiver. Not open to students who have taken  MATH 0116 or ECON 0210) 3 hrs. lect./1.5 hr. lab ",PSYC0201B-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Research Methods in Psychology,CW DED ,Psychology ,2:15pm-3:30pm,"McCardell Bicentennial Hall 538 (MBH 538)
		",Jason Arndt ,"
This course will provide students with an understanding of the research methodology used by psychologists. Students will learn to read psychological studies and other related research as informed consumers. Students will collect, analyze, and interpret data during lab assignments. They will also design an empirical study, review the related literature, and write a formal APA-style research proposal. (PSYC 0105 and PSYC 0201 or MATH 0116 or ECON 0210; not open to first-year students; open to psychology and neuroscience majors) 3 hrs. lect./1.5 hr. lab ",PSYC0202A-F23,"Monday, Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Research Methods in Psychology,CW DED ,Psychology ,2:15pm-3:30pm,"McCardell Bicentennial Hall 438 (MBH 438)
		",Matthew Kimble ,"
This course will provide students with an understanding of the research methodology used by psychologists. Students will learn to read psychological studies and other related research as informed consumers. Students will collect, analyze, and interpret data during lab assignments. They will also design an empirical study, review the related literature, and write a formal APA-style research proposal. (PSYC 0105 and PSYC 0201 or MATH 0116 or ECON 0210; not open to first-year students; open to psychology and neuroscience majors) 3 hrs. lect./1.5 hr. lab ",PSYC0202B-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Social Psychology,SOC ,Psychology ,7:30pm-10:25pm,"McCardell Bicentennial Hall 219 (MBH 219)
		",Sue Fenstermacher ,"
Social psychology is the study of how social situations affect the thoughts, feelings, and behaviors of individuals. This course will provide an overview of social psychological theory and research findings, as well as reviewing the ways in which these findings are applied to the study of issues such as aggression, close relationships, prejudice, and altruism. Students will also learn about the research methods that social psychologists use to test their theories. (PSYC 0105; open to Psychology majors and undeclared majors only; open to seniors by waiver only; ) 3 hrs. lect. ",PSYC0203A-F23,"Monday (Sep 11, 2023 to Dec 11, 2023)"
